drugname,pt,a,b,c,d,PRR,ROR,ROR_CI_Lower,ROR_CI_Upper,Chi_Square,Chi2p_value,Fisherp_value,signal_status
TRULICITY,HYPOGLYCAEMIA,5,1505.00,212.00,388659.00,6.07,6.09,2.51,14.81,20.72,0.00,0.00,signal detected
APIXABAN,HEPATIC CYTOLYSIS,3,526.00,365.00,389487.00,6.06,6.09,1.95,19.02,12.58,0.00,0.01,signal detected
ESBRIET,DECREASED APPETITE,7,560.00,799.00,389015.00,6.02,6.09,2.88,12.87,29.13,0.00,0.00,signal detected
HUMAN IMMUNOGLOBULIN G,CELLULITIS,7,1687.00,265.00,388422.00,6.06,6.08,2.87,12.90,28.84,0.00,0.00,signal detected
ORSERDU,CONSTIPATION,23,1303.00,1126.00,387929.00,5.99,6.08,4.01,9.22,94.04,0.00,0.00,signal detected
DOPTELET,HEADACHE,3,69.00,2771.00,387538.00,5.87,6.08,1.91,19.33,12.19,0.00,0.01,signal detected
OCREVUS,FLUSHING,28,5199.00,341.00,384813.00,6.05,6.08,4.13,8.94,109.19,0.00,0.00,signal detected
DOPTELET,PRURITUS,3,69.00,2773.00,387536.00,5.86,6.08,1.91,19.32,12.18,0.00,0.01,signal detected
INLYTA,CONFUSIONAL STATE,3,367.00,524.00,389487.00,6.03,6.08,1.94,18.99,12.55,0.00,0.01,signal detected
SKYRIZI,INTERVERTEBRAL DISC PROTRUSION,6,4145.00,92.00,386138.00,6.07,6.08,2.66,13.88,23.85,0.00,0.00,signal detected
SKYRIZI,SKIN ULCER,6,4145.00,92.00,386138.00,6.07,6.08,2.66,13.88,23.85,0.00,0.00,signal detected
DUPIXENT,NASAL CONGESTION,73,23321.00,189.00,366798.00,6.06,6.07,4.64,7.96,222.59,0.00,0.00,signal detected
AMLODIPINE,SLEEP DISORDER,3,661.00,291.00,389426.00,6.05,6.07,1.94,18.99,12.53,0.00,0.01,signal detected
ONDANSETRON,HYPERTENSION,3,187.00,1028.00,389163.00,5.99,6.07,1.94,19.03,12.48,0.00,0.01,signal detected
AMOXICILLIN\CLAVULANATE POTASSIUM,DIARRHOEA,5,85.00,3744.00,386547.00,5.79,6.07,2.46,14.98,19.99,0.00,0.00,signal detected
CALQUENCE,RENAL FAILURE,4,411.00,624.00,389342.00,6.02,6.07,2.26,16.31,16.68,0.00,0.00,signal detected
RITUXIMAB,CYTOKINE RELEASE SYNDROME,14,1826.00,490.00,388051.00,6.03,6.07,3.56,10.35,57.23,0.00,0.00,signal detected
AVONEX,DEPRESSION,3,292.00,659.00,389427.00,6.02,6.07,1.94,18.98,12.52,0.00,0.01,signal detected
ASPIRIN,CONDITION AGGRAVATED,5,135.00,2367.00,387874.00,5.89,6.07,2.48,14.83,20.37,0.00,0.00,signal detected
APIXABAN,ATRIAL FIBRILLATION,5,524.00,612.00,389240.00,6.02,6.07,2.51,14.69,20.80,0.00,0.00,signal detected
DAPTOMYCIN,NEUTROPENIA,3,138.00,1393.00,388847.00,5.96,6.07,1.93,19.07,12.40,0.00,0.01,signal detected
CARBIDOPA\LEVODOPA,ACUTE MYOCARDIAL INFARCTION,3,1145.00,168.00,389065.00,6.05,6.07,1.93,19.03,12.44,0.00,0.01,signal detected
SABRIL,CONDITION AGGRAVATED,4,108.00,2368.00,387901.00,5.89,6.07,2.23,16.47,16.30,0.00,0.01,signal detected
CARBAMAZEPINE,SEIZURE,3,167.00,1152.00,389059.00,5.98,6.07,1.93,19.03,12.44,0.00,0.01,signal detected
MOUNJARO,NAUSEA,225,4806.00,2951.00,382399.00,5.84,6.07,5.28,6.97,845.47,0.00,0.00,signal detected
INLYTA,THROMBOSIS,3,367.00,525.00,389486.00,6.02,6.06,1.94,18.95,12.51,0.00,0.01,signal detected
EYLEA,NEOPLASM MALIGNANT,3,260.00,741.00,389377.00,6.01,6.06,1.94,18.97,12.49,0.00,0.01,signal detected
RISPERIDONE,CONDITION AGGRAVATED,11,298.00,2361.00,387711.00,5.88,6.06,3.32,11.08,44.63,0.00,0.00,signal detected
XELJANZ XR,SINUSITIS,23,2337.00,629.00,387392.00,6.01,6.06,3.99,9.21,92.87,0.00,0.00,signal detected
TYMLOS,CONTUSION,20,3092.00,413.00,386856.00,6.03,6.06,3.86,9.50,80.06,0.00,0.00,signal detected
UPTRAVI,HEADACHE,8,185.00,2766.00,387422.00,5.85,6.06,2.98,12.30,32.28,0.00,0.00,signal detected
MIRCERA,DEATH,26,149.00,10931.00,379275.00,5.30,6.05,3.99,9.19,93.20,0.00,0.00,signal detected
REVLIMID,BLOOD MAGNESIUM DECREASED,3,5301.00,36.00,385041.00,6.05,6.05,1.86,19.66,11.67,0.00,0.02,signal detected
TYLENOL,PRODUCT USE IN UNAPPROVED INDICATION,23,523.00,2812.00,387023.00,5.84,6.05,3.98,9.20,92.18,0.00,0.00,signal detected
SKYCLARYS,PAIN IN EXTREMITY,3,177.00,1090.00,389111.00,5.97,6.05,1.93,18.97,12.40,0.00,0.01,signal detected
ADBRY,RASH,14,285.00,3142.00,386940.00,5.81,6.05,3.53,10.36,56.00,0.00,0.00,signal detected
FILSPARI,ABDOMINAL PAIN UPPER,5,389.00,827.00,389160.00,5.98,6.05,2.50,14.65,20.68,0.00,0.00,signal detected
IBUPROFEN,RHABDOMYOLYSIS,4,900.00,286.00,389191.00,6.03,6.05,2.25,16.26,16.55,0.00,0.00,signal detected
MOUNJARO,CONSTIPATION,83,4948.00,1066.00,384284.00,5.96,6.05,4.83,7.57,319.08,0.00,0.00,signal detected
KEYTRUDA,PANCYTOPENIA,15,2510.00,383.00,387473.00,6.02,6.05,3.60,10.14,60.43,0.00,0.00,signal detected
RILPIVIRINE,INJECTION SITE PAIN,21,407.00,3300.00,386653.00,5.80,6.05,3.89,9.39,83.56,0.00,0.00,signal detected
TYSABRI,GAIT INABILITY,3,1006.00,192.00,389180.00,6.03,6.04,1.93,18.94,12.40,0.00,0.01,signal detected
TECENTRIQ,CEREBRAL HAEMORRHAGE,3,792.00,244.00,389342.00,6.03,6.04,1.93,18.91,12.43,0.00,0.01,signal detected
ULTOMIRIS,BACK DISORDER,3,1987.00,97.00,388294.00,6.04,6.04,1.91,19.08,12.23,0.00,0.01,signal detected
REMICADE,DIFFUSE LARGE B-CELL LYMPHOMA,3,1692.00,114.00,388572.00,6.03,6.04,1.92,19.04,12.28,0.00,0.01,signal detected
RAMIPRIL,COUGH,4,186.00,1384.00,388807.00,5.94,6.04,2.24,16.29,16.43,0.00,0.00,signal detected
RINVOQ,DENGUE FEVER,3,3997.00,48.00,386333.00,6.04,6.04,1.88,19.40,11.87,0.00,0.02,signal detected
AMIODARONE,DRUG INEFFECTIVE,38,190.00,12507.00,377646.00,5.20,6.04,4.26,8.56,132.75,0.00,0.00,signal detected
LAGEVRIO,WRONG TECHNIQUE IN PRODUCT USAGE PROCESS,4,118.00,2179.00,388080.00,5.87,6.04,2.23,16.37,16.23,0.00,0.01,signal detected
PROMACTA,DEATH,32,184.00,10925.00,379240.00,5.29,6.04,4.15,8.79,114.24,0.00,0.00,signal detected
JARDIANCE,RENAL DISORDER,5,1115.00,289.00,388972.00,6.01,6.04,2.49,14.64,20.56,0.00,0.00,signal detected
ELIQUIS,CEREBRAL HAEMORRHAGE,11,2990.00,236.00,387144.00,6.02,6.04,3.29,11.06,43.99,0.00,0.00,signal detected
ACETAMINOPHEN,DRUG ERUPTION,3,1411.00,137.00,388830.00,6.02,6.03,1.92,18.97,12.30,0.00,0.01,signal detected
NITROFURANTOIN,DYSPNOEA,3,77.00,2505.00,387796.00,5.84,6.03,1.90,19.13,12.11,0.00,0.02,signal detected
AUSTEDO XR,DRUG INEFFECTIVE,19,95.00,12526.00,377741.00,5.19,6.03,3.68,9.87,66.36,0.00,0.00,signal detected
CAPLYTA,GAIT DISTURBANCE,3,290.00,668.00,389420.00,5.98,6.03,1.93,18.86,12.40,0.00,0.01,signal detected
DARZALEX,CARDIAC FAILURE,3,351.00,552.00,389475.00,5.99,6.03,1.93,18.85,12.41,0.00,0.01,signal detected
RUXOLITINIB,RENAL IMPAIRMENT,3,300.00,646.00,389432.00,5.98,6.03,1.93,18.85,12.40,0.00,0.01,signal detected
TEGSEDI,RENAL IMPAIRMENT,3,300.00,646.00,389432.00,5.98,6.03,1.93,18.85,12.40,0.00,0.01,signal detected
XYWAV,DRUG EFFECT LESS THAN EXPECTED,3,543.00,357.00,389478.00,6.00,6.03,1.93,18.84,12.41,0.00,0.01,signal detected
IBUPROFEN,DRUG DEPENDENCE,4,900.00,287.00,389190.00,6.00,6.03,2.24,16.20,16.47,0.00,0.00,signal detected
SOLIRIS,FATIGUE,70,1066.00,4196.00,385049.00,5.72,6.03,4.72,7.69,270.87,0.00,0.00,signal detected
ILUVIEN,DRUG INEFFECTIVE,3,15.00,12542.00,377821.00,5.19,6.02,1.74,20.81,10.47,0.00,0.02,signal detected
PIMECROLIMUS,DRUG INEFFECTIVE,3,15.00,12542.00,377821.00,5.19,6.02,1.74,20.81,10.47,0.00,0.02,signal detected
FOTIVDA,DEATH,4,23.00,10953.00,379401.00,5.28,6.02,2.08,17.42,14.27,0.00,0.01,signal detected
IBRANCE,LABORATORY TEST ABNORMAL,7,2088.00,216.00,388070.00,6.01,6.02,2.83,12.80,28.31,0.00,0.00,signal detected
INFLECTRA,INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,83,2375.00,2238.00,385685.00,5.85,6.02,4.82,7.53,323.97,0.00,0.00,signal detected
COSENTYX,TYPE 2 DIABETES MELLITUS,4,2682.00,96.00,387599.00,6.01,6.02,2.21,16.38,16.06,0.00,0.01,signal detected
INGREZZA,URTICARIA,4,266.00,972.00,389139.00,5.95,6.02,2.24,16.19,16.43,0.00,0.00,signal detected
DEXTROMETHORPHAN HYDROBROMIDE\GUAIFENESIN,DIARRHOEA,6,103.00,3743.00,386529.00,5.74,6.02,2.64,13.71,23.67,0.00,0.00,signal detected
SOLIRIS,INSURANCE ISSUE,5,1131.00,286.00,388959.00,5.99,6.01,2.48,14.58,20.44,0.00,0.00,signal detected
OFEV,RESPIRATORY FAILURE,4,890.00,291.00,389196.00,5.99,6.01,2.24,16.16,16.41,0.00,0.00,signal detected
ELIQUIS,PULMONARY THROMBOSIS,4,2997.00,86.00,387294.00,6.00,6.01,2.20,16.39,15.94,0.00,0.01,signal detected
TRUVADA,ACUTE KIDNEY INJURY,8,507.00,1021.00,388845.00,5.93,6.01,2.98,12.11,32.63,0.00,0.00,signal detected
CIPROFLOXACIN,MUSCULAR WEAKNESS,4,555.00,467.00,389355.00,5.97,6.01,2.24,16.13,16.44,0.00,0.00,signal detected
ADVATE,PRODUCT USE ISSUE,4,220.00,1177.00,388980.00,5.92,6.01,2.23,16.18,16.35,0.00,0.01,signal detected
DAPAGLIFLOZIN,WEIGHT DECREASED,8,463.00,1118.00,388792.00,5.92,6.01,2.98,12.12,32.60,0.00,0.00,signal detected
VEOZAH,MYALGIA,3,275.00,707.00,389396.00,5.95,6.01,1.92,18.79,12.34,0.00,0.01,signal detected
PHESGO,PYREXIA,25,1139.00,1417.00,387800.00,5.90,6.01,4.03,8.96,100.33,0.00,0.00,signal detected
LOPERAMIDE HYDROCHLORIDE,DIARRHOEA,5,86.00,3744.00,386546.00,5.73,6.00,2.44,14.80,19.67,0.00,0.00,signal detected
PACLITAXEL,HYPERHIDROSIS,3,622.00,313.00,389443.00,5.98,6.00,1.92,18.76,12.33,0.00,0.01,signal detected
FLUTICASONE PROPIONATE\SALMETEROL XINAFOATE,WRONG TECHNIQUE IN PRODUCT USAGE PROCESS,3,89.00,2180.00,388109.00,5.84,6.00,1.90,18.98,12.08,0.00,0.02,signal detected
METHYLPREDNISOLONE,DRUG INEFFECTIVE,32,161.00,12513.00,377675.00,5.17,6.00,4.10,8.77,110.92,0.00,0.00,signal detected
OPZELURA,THERAPEUTIC PRODUCT EFFECT INCOMPLETE,4,297.00,874.00,389206.00,5.93,6.00,2.23,16.12,16.36,0.00,0.01,signal detected
BAFIERTAM,ERYTHEMA,4,296.00,877.00,389204.00,5.93,6.00,2.23,16.12,16.36,0.00,0.01,signal detected
CIPROFLOXACIN,MYALGIA,6,553.00,704.00,389118.00,5.94,6.00,2.67,13.45,24.51,0.00,0.00,signal detected
TACROLIMUS,HYPONATRAEMIA,6,1251.00,311.00,388813.00,5.97,6.00,2.67,13.48,24.39,0.00,0.00,signal detected
TECENTRIQ,SKIN DISORDER,3,792.00,246.00,389340.00,5.98,6.00,1.92,18.76,12.29,0.00,0.01,signal detected
OZEMPIC,LOSS OF CONSCIOUSNESS,8,991.00,524.00,388858.00,5.95,5.99,2.97,12.08,32.50,0.00,0.00,signal detected
REMODULIN,OXYGEN SATURATION DECREASED,3,704.00,277.00,389397.00,5.97,5.99,1.92,18.73,12.29,0.00,0.01,signal detected
AZITHROMYCIN,URTICARIA,6,402.00,970.00,389003.00,5.91,5.99,2.67,13.44,24.40,0.00,0.00,signal detected
LUPRON,DIZZINESS,6,200.00,1946.00,388229.00,5.84,5.99,2.65,13.50,24.11,0.00,0.00,signal detected
SKYRIZI,IMPAIRED HEALING,7,4144.00,109.00,386121.00,5.98,5.98,2.78,12.86,27.26,0.00,0.00,signal detected
TARPEYO,GASTROOESOPHAGEAL REFLUX DISEASE,3,678.00,288.00,389412.00,5.96,5.98,1.91,18.71,12.27,0.00,0.01,signal detected
DUPIXENT,INJECTION SITE PAIN,895,22499.00,2426.00,364561.00,5.79,5.98,5.53,6.46,2611.34,0.00,0.00,signal detected
METOPROLOL SUCCINATE,WEIGHT INCREASED,4,226.00,1152.00,388999.00,5.89,5.98,2.22,16.09,16.23,0.00,0.01,signal detected
ENTRESTO,DEHYDRATION,5,747.00,436.00,389193.00,5.94,5.97,2.47,14.47,20.34,0.00,0.00,signal detected
PHESGO,INJECTION SITE PAIN,56,1108.00,3265.00,385952.00,5.74,5.97,4.56,7.83,217.09,0.00,0.00,signal detected
KISQALI,DYSPHAGIA,5,732.00,445.00,389199.00,5.94,5.97,2.47,14.47,20.34,0.00,0.00,signal detected
BREXPIPRAZOLE,DEATH,5,29.00,10952.00,379395.00,5.24,5.97,2.31,15.43,17.65,0.00,0.00,signal detected
BEVACIZUMAB,THROMBOCYTOPENIA,8,753.00,692.00,388928.00,5.92,5.97,2.96,12.03,32.39,0.00,0.00,signal detected
TYMLOS,HEADACHE,123,2989.00,2651.00,384618.00,5.77,5.97,4.97,7.18,467.28,0.00,0.00,signal detected
OLUMIANT,MATERNAL EXPOSURE DURING PREGNANCY,4,260.00,1003.00,389114.00,5.89,5.97,2.22,16.05,16.23,0.00,0.01,signal detected
HYRIMOZ,EXPOSURE VIA SKIN CONTACT,4,632.00,413.00,389332.00,5.94,5.97,2.22,16.02,16.27,0.00,0.01,signal detected
PREDNISONE,DRUG RESISTANCE,5,1087.00,300.00,388989.00,5.94,5.96,2.46,14.46,20.23,0.00,0.00,signal detected
XELJANZ,PRODUCT DOSE OMISSION IN ERROR,12,1257.00,622.00,388490.00,5.92,5.96,3.36,10.58,48.17,0.00,0.00,signal detected
SYNTHROID,CARDIAC FAILURE,3,355.00,552.00,389471.00,5.92,5.96,1.91,18.63,12.22,0.00,0.01,signal detected
TYSABRI,STRESS,5,1004.00,325.00,389047.00,5.94,5.96,2.46,14.45,20.23,0.00,0.00,signal detected
VANCOMYCIN,THERAPY NON-RESPONDER,4,475.00,550.00,389352.00,5.92,5.96,2.22,16.01,16.26,0.00,0.01,signal detected
ACTEMRA,CONTUSION,18,2819.00,415.00,387129.00,5.92,5.96,3.71,9.56,70.70,0.00,0.00,signal detected
ENBREL,INTENTIONAL DOSE OMISSION,12,1708.00,458.00,388203.00,5.92,5.96,3.35,10.58,47.88,0.00,0.00,signal detected
METGLUCO,DIARRHOEA,3,52.00,3746.00,386580.00,5.68,5.95,1.86,19.07,11.68,0.00,0.02,signal detected
OPDUALAG,OFF LABEL USE,5,29.00,10988.00,379359.00,5.22,5.95,2.30,15.38,17.57,0.00,0.00,signal detected
NEULASTA,PRODUCT STORAGE ERROR,36,1071.00,2186.00,387088.00,5.79,5.95,4.26,8.32,141.19,0.00,0.00,signal detected
OTEZLA,DIARRHOEA,55,965.00,3694.00,385667.00,5.68,5.95,4.53,7.82,211.19,0.00,0.00,signal detected
LOPERAMIDE HYDROCHLORIDE,DRUG INEFFECTIVE,15,76.00,12530.00,377760.00,5.13,5.95,3.42,10.36,51.53,0.00,0.00,signal detected
BOSULIF,GAIT DISTURBANCE,3,294.00,668.00,389416.00,5.90,5.95,1.90,18.60,12.17,0.00,0.02,signal detected
ERELZI,GENERAL PHYSICAL HEALTH DETERIORATION,3,167.00,1175.00,389036.00,5.86,5.95,1.90,18.66,12.10,0.00,0.02,signal detected
ALBUTEROL SULFATE,PRODUCT COMPLAINT,11,1855.00,387.00,388128.00,5.92,5.95,3.26,10.85,43.76,0.00,0.00,signal detected
NOURIANZ,FALL,4,168.00,1556.00,388653.00,5.83,5.95,2.20,16.05,16.04,0.00,0.01,signal detected
KEVZARA,STOMATITIS,4,973.00,269.00,389135.00,5.93,5.95,2.21,15.99,16.15,0.00,0.01,signal detected
INFLIXIMAB,DRUG-INDUCED LIVER INJURY,5,672.00,487.00,389217.00,5.91,5.95,2.46,14.40,20.21,0.00,0.00,signal detected
FLUOXETINE,VISION BLURRED,3,307.00,640.00,389431.00,5.90,5.95,1.90,18.59,12.17,0.00,0.02,signal detected
KESIMPTA,PYREXIA,39,1810.00,1403.00,387129.00,5.84,5.95,4.31,8.20,152.81,0.00,0.00,signal detected
MIRALAX,CONSTIPATION,5,286.00,1144.00,388946.00,5.86,5.94,2.45,14.42,20.12,0.00,0.00,signal detected
GENOTROPIN,PRODUCT COMMUNICATION ISSUE,13,3384.00,250.00,386734.00,5.92,5.94,3.40,10.39,50.61,0.00,0.00,signal detected
SKYRIZI,CHEMOTHERAPY,3,4148.00,47.00,386183.00,5.94,5.94,1.85,19.10,11.58,0.00,0.02,signal detected
IXAZOMIB,PNEUMONIA,14,365.00,2502.00,387500.00,5.76,5.94,3.48,10.15,55.09,0.00,0.00,signal detected
MUCINEX DM MAXIMUM STRENGTH,PRODUCT USE IN UNAPPROVED INDICATION,11,254.00,2824.00,387292.00,5.73,5.94,3.24,10.87,43.14,0.00,0.00,signal detected
ELIQUIS,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,10,2991.00,218.00,387162.00,5.92,5.94,3.15,11.20,39.13,0.00,0.00,signal detected
BORTEZOMIB,FEBRILE NEUTROPENIA,5,473.00,693.00,389210.00,5.89,5.94,2.45,14.38,20.17,0.00,0.00,signal detected
VENCLEXTA,LYMPHADENOPATHY,3,1319.00,149.00,388910.00,5.93,5.94,1.89,18.64,12.04,0.00,0.02,signal detected
HYRIMOZ,COLITIS,3,633.00,311.00,389434.00,5.91,5.93,1.90,18.55,12.13,0.00,0.02,signal detected
INVEGA SUSTENNA,PRODUCT DOSE OMISSION ISSUE,34,389.00,5661.00,384297.00,5.54,5.93,4.17,8.43,127.50,0.00,0.00,signal detected
REPATHA,CORONARY ARTERY BYPASS,4,9178.00,28.00,381171.00,5.93,5.93,2.08,16.92,14.35,0.00,0.01,signal detected
CINACALCET HYDROCHLORIDE,DRUG INEFFECTIVE,12,61.00,12533.00,377775.00,5.12,5.93,3.19,11.01,41.06,0.00,0.00,signal detected
ESBRIET,MEMORY IMPAIRMENT,5,562.00,584.00,389230.00,5.89,5.93,2.45,14.36,20.14,0.00,0.00,signal detected
ETOPOSIDE,NEUTROPENIA,6,283.00,1390.00,388702.00,5.83,5.93,2.64,13.33,23.97,0.00,0.00,signal detected
OPZELURA,OFF LABEL USE,44,257.00,10949.00,379131.00,5.21,5.93,4.30,8.17,153.32,0.00,0.00,signal detected
KESIMPTA,FEELING ABNORMAL,24,1825.00,860.00,387672.00,5.86,5.93,3.94,8.92,94.42,0.00,0.00,signal detected
TYLENOL,FOETAL EXPOSURE DURING PREGNANCY,3,543.00,363.00,389472.00,5.90,5.93,1.90,18.52,12.12,0.00,0.02,signal detected
EGRIFTA SV,INCORRECT DOSE ADMINISTERED,8,170.00,3075.00,387128.00,5.70,5.92,2.91,12.05,31.19,0.00,0.00,signal detected
LITFULO,DRUG HYPERSENSITIVITY,4,192.00,1368.00,388817.00,5.82,5.92,2.20,15.96,15.98,0.00,0.01,signal detected
TRASTUZUMAB DERUXTECAN,DEATH,37,217.00,10920.00,379207.00,5.20,5.92,4.18,8.40,128.86,0.00,0.00,signal detected
CLINDAMYCIN,DRUG HYPERSENSITIVITY,3,144.00,1369.00,388865.00,5.82,5.92,1.88,18.59,11.98,0.00,0.02,signal detected
RINVOQ,GASTRIC CANCER,3,3997.00,49.00,386332.00,5.91,5.92,1.84,18.99,11.54,0.00,0.02,signal detected
MUCINEX DM,FEELING ABNORMAL,4,299.00,880.00,389198.00,5.85,5.92,2.20,15.90,16.05,0.00,0.01,signal detected
PADCEV,PYREXIA,3,137.00,1439.00,388802.00,5.81,5.92,1.88,18.59,11.97,0.00,0.02,signal detected
LUMRYZ,TREMOR,5,607.00,542.00,389227.00,5.88,5.92,2.44,14.32,20.07,0.00,0.00,signal detected
TEDUGLUTIDE,HIP FRACTURE,3,982.00,201.00,389195.00,5.90,5.92,1.89,18.53,12.04,0.00,0.02,signal detected
EVUSHELD,DEATH,7,41.00,10950.00,379383.00,5.20,5.92,2.65,13.19,24.41,0.00,0.00,signal detected
IBUPROFEN,DRUG ABUSE,5,899.00,366.00,389111.00,5.89,5.91,2.44,14.33,20.02,0.00,0.00,signal detected
METRONIDAZOLE,ERYTHEMA,3,225.00,878.00,389275.00,5.85,5.91,1.89,18.50,12.04,0.00,0.02,signal detected
APOKYN,VOMITING,8,299.00,1758.00,388316.00,5.78,5.91,2.92,11.95,31.64,0.00,0.00,signal detected
ATORVASTATIN,RASH PRURITIC,5,871.00,378.00,389127.00,5.88,5.91,2.44,14.32,20.01,0.00,0.00,signal detected
HYDROXYCHLOROQUINE SULFATE,HEADACHE,3,71.00,2771.00,387536.00,5.71,5.91,1.86,18.77,11.73,0.00,0.02,signal detected
ENBREL,DEVICE USE ERROR,11,1709.00,423.00,388238.00,5.88,5.91,3.24,10.77,43.43,0.00,0.00,signal detected
LENALIDOMIDE,DEAFNESS,9,2851.00,207.00,387314.00,5.89,5.91,3.03,11.52,35.04,0.00,0.00,signal detected
ELIGARD,INJECTION SITE HAEMORRHAGE,28,3124.00,587.00,386642.00,5.86,5.90,4.03,8.64,107.89,0.00,0.00,signal detected
IMFINZI,ARTHRITIS,4,680.00,388.00,389309.00,5.87,5.90,2.20,15.85,16.03,0.00,0.01,signal detected
OFEV,ILLNESS,26,868.00,1967.00,387520.00,5.76,5.90,3.99,8.74,101.43,0.00,0.00,signal detected
FARXIGA,RENAL FAILURE,9,958.00,619.00,388795.00,5.86,5.90,3.05,11.43,35.77,0.00,0.00,signal detected
ESBRIET,NAUSEA,26,541.00,3150.00,386664.00,5.67,5.90,3.97,8.76,100.12,0.00,0.00,signal detected
ULTOMIRIS,HAEMOGLOBIN DECREASED,14,1976.00,466.00,387925.00,5.86,5.90,3.46,10.06,54.90,0.00,0.00,signal detected
OTEZLA,STRESS,5,1015.00,325.00,389036.00,5.87,5.90,2.43,14.29,19.93,0.00,0.00,signal detected
LATISSE,DRUG INEFFECTIVE,9,46.00,12536.00,377790.00,5.10,5.90,2.89,12.05,30.58,0.00,0.00,signal detected
AMLODIPINE,MYALGIA,7,657.00,703.00,389014.00,5.84,5.90,2.79,12.46,27.88,0.00,0.00,signal detected
DAYBUE,SOMNOLENCE,10,731.00,902.00,388738.00,5.83,5.90,3.15,11.04,39.67,0.00,0.00,signal detected
HYQVIA,INCORRECT DOSE ADMINISTERED,3,64.00,3080.00,387234.00,5.67,5.89,1.85,18.77,11.63,0.00,0.02,signal detected
ORGOVYX,ASTHENIA,3,135.00,1466.00,388777.00,5.79,5.89,1.87,18.52,11.90,0.00,0.02,signal detected
POMALYST,TOOTH DISORDER,5,2255.00,146.00,387975.00,5.88,5.89,2.41,14.38,19.59,0.00,0.00,signal detected
ICATIBANT,ANXIETY,3,238.00,833.00,389307.00,5.83,5.89,1.88,18.43,11.99,0.00,0.02,signal detected
ORENCIA,GENERAL PHYSICAL HEALTH DETERIORATION,38,2190.00,1140.00,387013.00,5.81,5.89,4.25,8.16,146.78,0.00,0.00,signal detected
MINOXIDIL,ERECTILE DYSFUNCTION,3,1435.00,138.00,388805.00,5.88,5.89,1.87,18.51,11.90,0.00,0.02,signal detected
ANORO ELLIPTA,COUGH,3,143.00,1385.00,388850.00,5.79,5.89,1.88,18.50,11.90,0.00,0.02,signal detected
REVLIMID,GLOSSODYNIA,3,5301.00,37.00,385040.00,5.89,5.89,1.82,19.11,11.26,0.00,0.02,signal detected
ORSERDU,VOMITING,34,1292.00,1732.00,387323.00,5.76,5.88,4.17,8.30,131.75,0.00,0.00,signal detected
PREGABALIN,ABDOMINAL DISTENSION,3,541.00,367.00,389470.00,5.86,5.88,1.88,18.39,12.00,0.00,0.02,signal detected
INGREZZA,HYPERSENSITIVITY,5,265.00,1247.00,388864.00,5.79,5.88,2.42,14.28,19.81,0.00,0.00,signal detected
DUPIXENT,ECZEMA HERPETICUM,3,23391.00,8.00,366979.00,5.88,5.88,1.56,22.18,8.84,0.00,0.02,signal detected
DUPIXENT,OTITIS EXTERNA,3,23391.00,8.00,366979.00,5.88,5.88,1.56,22.18,8.84,0.00,0.02,signal detected
DUPIXENT,INCREASED VISCOSITY OF UPPER RESPIRATORY SECRETION,3,23391.00,8.00,366979.00,5.88,5.88,1.56,22.18,8.84,0.00,0.02,signal detected
DUPIXENT,EYE ALLERGY,3,23391.00,8.00,366979.00,5.88,5.88,1.56,22.18,8.84,0.00,0.02,signal detected
NAPROXEN SODIUM,DRUG INEFFECTIVE,8,41.00,12537.00,377795.00,5.08,5.88,2.76,12.54,27.09,0.00,0.00,signal detected
OPDIVO,EPILEPSY,3,1079.00,184.00,389115.00,5.87,5.88,1.88,18.43,11.92,0.00,0.02,signal detected
YERVOY,NEUTROPHIL COUNT DECREASED,3,625.00,318.00,389435.00,5.85,5.88,1.88,18.37,11.97,0.00,0.02,signal detected
SOLIRIS,DEEP VEIN THROMBOSIS,4,1132.00,234.00,389011.00,5.86,5.87,2.18,15.81,15.85,0.00,0.01,signal detected
ADALIMUMAB,RHEUMATOID ARTHRITIS,18,1367.00,870.00,388126.00,5.81,5.87,3.67,9.40,70.40,0.00,0.00,signal detected
CETIRIZINE,DRUG INEFFECTIVE,15,77.00,12530.00,377759.00,5.08,5.87,3.38,10.21,50.70,0.00,0.00,signal detected
BIMZELX,ADVERSE DRUG REACTION,10,416.00,1590.00,388365.00,5.76,5.87,3.13,11.01,39.22,0.00,0.00,signal detected
XEOMIN,DRUG INEFFECTIVE,35,180.00,12510.00,377656.00,5.08,5.87,4.09,8.43,118.07,0.00,0.00,signal detected
CARBOPLATIN,HEPATOTOXICITY,4,1440.00,184.00,388753.00,5.86,5.87,2.18,15.83,15.77,0.00,0.01,signal detected
FLUOROURACIL,INTERSTITIAL LUNG DISEASE,4,479.00,554.00,389344.00,5.83,5.87,2.19,15.76,15.91,0.00,0.01,signal detected
CIPROFLOXACIN,PAIN IN EXTREMITY,9,550.00,1084.00,388738.00,5.79,5.87,3.03,11.37,35.47,0.00,0.00,signal detected
LUMRYZ,STRESS,3,609.00,327.00,389442.00,5.84,5.87,1.88,18.34,11.94,0.00,0.02,signal detected
MOUNJARO,PRODUCT ADMINISTERED AT INAPPROPRIATE SITE,20,5011.00,262.00,385088.00,5.85,5.87,3.72,9.25,74.71,0.00,0.00,signal detected
